date, pm25, pm10, o3, so2, co
2019/11/16, 34, 13, 8, 13, 
2019/11/17, 34, 16, 9, 14, 
2019/11/18, 41, 24, 14, 13, 
2019/11/19, 53, 16, 10, 13, 
2019/11/20, 41, 13, 11, 14, 
2019/11/21, 35, 23, 14, 14, 
2019/11/22, 60, 14, 12, 13, 
2019/11/23, 37, 14, 11, 10, 
2019/11/24, 40, 9, 8, 11, 
2019/11/25, 20, 8, 7, 11, 
2019/11/26, 19, 13, 12, 8, 
2019/11/27, 36, 17, 13, , 
2019/11/28, 43, 24, 15, 4, 
2019/11/29, 55, 19, 14, 2, 
2019/11/30, 44, 35, 11, 1, 
2019/12/1, 75, 17, 14, 2, 
2019/12/2, 43, 15, 9, 6, 
2019/12/3, 42, 17, 10, 8, 
2019/12/4, 39, 22, 13, 2, 
2019/12/5, 51, 11, 13, , 
2019/12/6, 30, 23, 18, 6, 
2019/12/7, 57, 15, 15, 4, 
2019/12/8, 41, 19, 18, 4, 
2019/12/9, 43, 24, 18, 4, 
2019/12/10, 55, 30, 17, 6, 
2019/12/11, 69, 33, 18, 2, 
2019/12/12, 78, 30, 14, , 
2019/12/13, 65, 17, 9, 4, 
2019/12/14, 47, 16, 11, 2, 
2019/12/15, 43, 9, 14, 3, 
2019/12/16, 27, 18, 12, 3, 
2019/12/17, 49, 24, 11, 3, 
2019/12/18, 61, 12, 10, 3, 
2019/12/19, 31, 15, 16, 4, 
2019/12/20, 40, 11, 10, , 
2019/12/21, 31, 12, 15, , 
2019/12/22, 33, 14, 15, , 
2019/12/23, 42, 17, 11, 3, 
2019/12/24, 45, 13, 10, 4, 
2019/12/25, 32, 16, 15, 2, 
2019/12/26, 39, 7, 10, , 
2019/12/27, 20, 10, 8, 3, 
2019/12/28, 32, 9, 8, 2, 
2019/12/29, 28, 13, 10, , 
2019/12/30, 33, , , , 
2019/7/2, 40, 14, 11, 6, 
2019/7/3, 41, 13, 11, , 
2019/7/4, 39, 13, 14, , 
2019/7/5, 40, 14, 15, , 
2019/7/6, 41, 23, 14, , 
2019/7/7, 64, 12, 12, 1, 
2019/7/8, 34, 9, 15, 5, 
2019/7/9, 26, 9, 12, , 
2019/7/10, 25, 23, 7, , 
2019/7/11, 60, 28, 7, , 
2019/7/12, 73, 15, 7, , 
2019/7/13, 43, 17, 6, , 
2019/7/14, 50, 20, 9, , 
2019/7/15, 54, 22, 6, , 
2019/7/16, 61, 38, 11, 5, 
2019/7/17, 87, 7, 9, 3, 
2019/7/18, 20, 15, 5, 5, 
2019/7/19, 42, 22, 7, , 
2019/7/20, 55, 15, 7, 2, 
2019/7/21, 40, 21, 15, 7, 
2019/7/22, 48, 11, 13, , 
2019/7/23, 33, 14, 16, , 
2019/7/24, 46, 16, 16, , 
2019/7/25, 46, 12, 17, , 
2019/7/26, 37, 3, 10, , 
2019/7/27, 15, 17, 7, , 
2019/7/28, 49, 5, 9, , 
2019/7/29, 14, 13, 11, , 
2019/7/30, 38, 22, 12, 1, 
2019/7/31, 62, 21, 10, 41, 
2019/8/1, 57, 26, 11, 32, 
2019/8/2, 67, 20, 14, 28, 
2019/8/3, 55, 15, 14, 29, 
2019/8/4, 47, 9, 14, 36, 
2019/8/5, 25, 7, 13, 27, 
2019/8/6, 22, 19, 11, 10, 
2019/8/7, 50, 28, 16, 1, 
2019/8/8, 73, 17, 15, , 
2019/8/9, 52, 6, 15, , 
2019/8/10, 21, 16, 13, 19, 
2019/8/11, 49, 8, 14, 8, 
2019/8/12, 25, 16, 19, 7, 
2019/8/13, 45, 11, 15, , 
2019/8/14, 34, 33, 15, 17, 
2019/8/15, 83, 16, 16, 17, 
2019/8/16, 43, , , , 
2019/8/27, 59, 19, 17, 2, 
2019/8/28, 56, 12, 16, 6, 
2019/8/29, 33, 18, 12, 3, 
2019/8/30, 51, 21, 16, , 
2019/8/31, 58, 32, 16, , 
2019/9/1, 77, 21, 15, , 
2019/9/2, 57, 30, 15, , 
2019/9/3, 76, 14, 13, 6, 
2019/9/4, 42, 20, 9, 4, 
2019/9/5, 58, 15, 8, 5, 
2019/9/6, 49, 13, 13, 6, 
2019/9/7, 39, 13, 13, 10, 
2019/9/8, 42, 11, 12, 9, 
2019/9/9, 35, 3, 13, 9, 
2019/9/10, 9, 5, 12, 9, 
2019/9/11, 17, 10, 12, 13, 
2019/9/12, 31, 14, 7, 4, 
2019/9/13, 42, 22, 8, 3, 
2019/9/14, 62, 6, 4, 1, 
2019/9/15, 19, 11, 3, , 
2019/9/16, 33, 11, 3, , 
2019/9/17, 34, 24, , 3, 
2019/9/18, 62, 20, 4, 10, 
2019/9/19, 53, 30, 6, 8, 
2019/9/20, 73, 31, 2, 3, 
2019/9/21, 77, 39, 5, 3, 
2019/9/22, 91, 10, 4, 3, 
2019/9/23, 31, 10, 3, 12, 
2019/9/24, 30, 20, 8, 7, 
2019/9/25, 55, 30, 9, 6, 
2019/9/26, 75, 26, 6, 5, 
2019/9/27, 70, 17, 6, 4, 
2019/9/28, 48, 11, 5, 6, 
2019/9/29, 32, 16, 3, 7, 
2019/9/30, 40, 19, 5, 9, 
2019/10/1, 49, 11, 5, 4, 
2019/4/2, 41, 18, 10, 2, 
2019/4/3, 42, 22, 20, 2, 
2019/4/4, 58, 20, 4, 3, 
2019/4/5, 46, 15, 5, 1, 
2019/4/6, 41, 19, 6, 1, 
2019/4/7, 55, 20, 7, 7, 
2019/4/8, 53, 30, 9, 1, 
2019/4/9, 71, 17, 9, 7, 
2019/4/10, 49, 15, 9, 8, 
2019/4/11, 35, 8, 6, , 
2019/4/12, 21, 20, 6, 5, 
2019/4/13, 53, 11, 6, 7, 
2019/4/14, 30, 12, 6, 10, 
2019/4/15, 34, 19, 9, , 
2019/4/16, 53, 56, 10, 4, 
2019/4/17, 94, 11, 11, 6, 
2019/4/18, 27, 14, 10, 7, 
2019/4/19, 37, 14, 10, 10, 
2019/4/20, 34, 18, 7, , 
2019/4/21, 47, 19, 9, , 
2019/4/22, 52, 32, 12, , 
2019/4/23, 83, 8, 13, , 
2019/4/24, 27, 19, 9, , 
2019/4/25, 54, 13, 9, , 
2019/4/26, 42, 7, 8, , 
2019/4/27, 28, 2, 8, , 
2019/4/28, 10, 10, 9, 3, 
2019/4/29, 25, 15, 7, , 
2019/4/30, 34, 20, 12, , 
2019/5/1, 56, 17, 12, 4, 
2019/5/2, 44, 24, 13, 6, 
2019/5/3, 53, 22, 14, , 
2019/5/4, 51, 12, 14, , 
2019/5/5, 38, 4, 11, , 
2019/5/6, 12, 15, 12, , 
2019/5/7, 38, 13, 9, , 
2019/5/8, 40, 8, 10, , 
2019/5/9, 23, 5, 9, 8, 
2019/5/10, 12, 6, 8, , 
2019/5/11, 17, 11, 10, 3, 
2019/5/12, 28, 15, 9, 5, 
2019/5/13, 38, 56, 10, 1, 
2019/5/14, 83, 21, 11, , 
2019/5/15, 63, 21, 4, , 
2019/5/16, 57, 19, 6, 3, 
2019/5/17, 48, 18, 5, 6, 
2019/5/18, 41, 10, 6, 4, 
2019/5/19, 24, 9, 9, , 
2019/5/20, 24, 14, 9, , 
2019/5/21, 42, 9, 8, , 
2019/5/22, 26, 14, 9, , 
2019/5/23, 44, 27, 8, 2, 
2019/5/24, 73, 27, 7, 2, 
2019/5/25, 69, 11, 7, 3, 
2019/5/26, 30, 5, 9, 2, 
2019/5/27, 14, 21, 8, 3, 
2019/5/28, 60, 27, 12, 9, 
2019/5/29, 73, 18, 14, 4, 
2019/5/30, 51, 11, 12, 12, 
2019/5/31, 35, 13, 11, 1, 
2019/6/1, 42, 9, 13, 3, 
2019/6/2, 27, 23, 13, 1, 
2019/6/3, 57, 16, 15, 1, 
2019/6/4, 46, 10, 17, 6, 
2019/6/5, 28, 9, 17, 8, 
2019/6/6, 23, 12, 16, 6, 
2019/6/7, 28, 13, 15, 1, 
2019/6/8, 35, 18, 13, 3, 
2019/6/9, 52, 7, 15, 28, 
2019/6/10, 18, 19, 14, 2, 
2019/6/11, 51, 20, 14, 2, 
2019/6/12, 54, 18, 5, 1, 
2019/6/13, 47, 9, 7, , 
2019/6/14, 28, 7, 7, , 
2019/6/15, 21, 3, 8, , 
2019/6/16, 10, 18, 12, , 
2019/6/17, 48, 3, 16, , 
2019/6/18, 16, 3, 14, , 
2019/6/19, 12, 10, 9, , 
2019/6/20, 24, 11, 11, , 
2019/6/21, 33, 6, 8, 1, 
2019/6/22, 17, 15, 9, , 
2019/6/23, 42, 25, 11, , 
2019/6/24, 62, 12, 9, , 
2019/6/25, 35, 11, 9, 22, 
2019/6/26, 25, 19, 9, 21, 
2019/6/27, 49, 8, 8, 4, 
2019/6/28, 20, 12, 11, 1, 
2019/6/29, 36, 10, 12, , 
2019/6/30, 30, 4, 11, , 
2019/7/1, 14, 14, 9, , 
2019/1/3, 40, 10, 31, , 
2019/1/4, 32, , , , 
2019/1/7, 19, 13, 33, , 
2019/1/8, 39, 16, 38, 2, 
2019/1/9, 43, 16, 29, , 
2019/1/10, 43, 98, 145, 44, 55
2019/1/11, 125, 49, 107, 42, 50
2019/1/12, 66, 7, 44, 6, 
2019/1/13, 21, 3, 42, 1, 
2019/1/14, 12, 12, 42, 1, 
2019/1/15, 36, 9, 30, 1, 
2019/1/16, 26, 14, 47, 1, 
2019/1/17, 37, 21, 37, , 
2019/1/18, 56, 8, 42, , 
2019/1/19, 25, 9, 46, , 
2019/1/20, 31, 7, 44, 5, 
2019/1/21, 19, 10, 48, 4, 
2019/1/22, 31, 20, 19, , 
2019/1/23, 51, 23, 22, , 
2019/1/24, 59, 19, 22, , 
2019/1/25, 51, 10, 23, , 
2019/1/26, 27, 17, 21, , 
2019/1/27, 43, 11, 25, , 
2019/1/28, 32, 11, 23, , 
2019/1/29, 31, 15, 24, , 
2019/1/30, 40, 10, 24, , 
2019/1/31, 26, 17, 19, , 
2019/2/1, 49, 18, 9, , 
2019/2/2, 50, 58, 8, , 
2019/2/3, 134, , , , 
2019/2/7, 77, 9, 12, , 
2019/2/8, 27, 15, 8, , 
2019/2/9, 40, 17, 10, , 
2019/2/10, 49, 26, 10, , 
2019/2/11, 64, 19, 15, , 
2019/2/12, 50, 12, 24, , 
2019/2/13, 37, 14, 21, , 
2019/2/14, 41, 11, 23, , 
2019/2/15, 32, 21, 17, , 
2019/2/16, 56, 7, 14, , 
2019/2/17, 23, 6, 12, , 
2019/2/18, 17, 7, 10, , 
2019/2/19, 18, 14, 9, , 
2019/2/20, 39, 28, 8, , 
2019/2/21, 66, 27, 9, , 
2019/2/22, 64, 16, 10, , 
2019/2/23, 44, 232, 11, , 
2019/2/24, 96, 373, 11, , 
2019/2/25, 139, 3, 14, , 
2019/2/26, 10, , 15, , 
2019/3/1, 41, 21, 10, , 
2019/3/2, 51, 18, 10, , 
2019/3/3, 45, 7, 9, , 
2019/3/4, 19, 7, 9, , 
2019/3/5, 20, 16, 9, , 
2019/3/6, 43, 12, 10, , 
2019/3/7, 29, 17, 8, , 
2019/3/8, 41, 12, 9, , 
2019/3/9, 33, 12, 15, , 
2019/3/10, 38, 9, 11, , 
2019/3/11, 29, 10, 13, , 
2019/3/12, 28, 8, 10, , 
2019/3/13, 22, 12, 9, , 
2019/3/14, 33, 13, 22, , 
2019/3/15, 39, 12, 23, , 
2019/3/16, 36, 7, 23, , 
2019/3/17, 19, 3, 22, , 
2019/3/18, 11, 16, 19, , 
2019/3/19, 40, 24, 23, , 
2019/3/20, 59, 13, 23, , 
2019/3/21, 37, 16, 24, , 
2019/3/22, 48, 137, 23, , 
2019/3/23, 102, 16, 22, , 
2019/3/24, 43, 16, 15, , 
2019/3/25, 43, 16, 15, 1, 
2019/3/26, 49, 17, 15, 1, 
2019/3/27, 54, 22, 16, 1, 
2019/3/28, 63, 13, 17, , 
2019/3/29, 40, 9, 15, 1, 
2019/3/30, 28, 12, 13, 2, 
2019/3/31, 34, 12, 13, 2, 
2019/4/1, 36, 14, 12, 1, 
2018/10/2, 24, 21, 21, 4, 
2018/10/3, 57, 17, 20, 3, 
2018/10/4, 51, 24, 22, , 
2018/10/5, 63, 20, 21, , 
2018/10/6, 60, 11, 20, 8, 
2018/10/7, 33, 8, 19, 4, 
2018/10/8, 26, 12, 24, 4, 
2018/10/9, 37, 14, 21, , 
2018/10/10, 37, 18, 20, 1, 
2018/10/11, 49, 12, 18, 1, 
2018/10/12, 38, 12, 16, , 
2018/10/13, 35, 29, 21, 1, 
2018/10/14, 74, 17, 23, 5, 
2018/10/15, 43, 12, 20, 3, 
2018/10/16, 30, 11, 29, 2, 
2018/10/17, 31, 20, 20, , 
2018/10/18, 55, 17, 19, , 
2018/10/19, 45, 22, 34, , 
2018/10/20, 54, 8, 35, , 
2018/10/21, 19, 6, 32, 1, 
2018/10/22, 16, 21, 29, , 
2018/10/23, 54, 17, 26, , 
2018/10/24, 47, 5, 26, , 
2018/10/25, 16, 15, 29, , 
2018/10/26, 41, 12, 27, , 
2018/10/27, 36, 7, 27, , 
2018/10/28, 21, 5, 27, 3, 
2018/10/29, 13, 11, 29, 6, 
2018/10/30, 31, 8, 23, 1, 
2018/10/31, 23, 12, 23, , 
2018/11/1, 36, 12, 31, , 
2018/11/2, 34, 15, 32, , 
2018/11/3, 37, 14, 25, 2, 
2018/11/4, 32, 7, 23, 7, 
2018/11/5, 19, 12, 21, 8, 
2018/11/6, 32, 21, 18, , 
2018/11/7, 54, 21, 18, , 
2018/11/8, 53, 17, 16, 3, 
2018/11/9, 42, 19, 17, 2, 
2018/11/10, 50, 13, 17, 2, 
2018/11/11, 34, 5, 17, , 
2018/11/12, 14, 14, 16, 1, 
2018/11/13, 33, 12, 16, 2, 
2018/11/14, 36, 12, 27, , 
2018/11/15, 35, 21, 30, 3, 
2018/11/16, 57, 22, 19, 2, 
2018/11/17, 69, 11, 17, 2, 
2018/11/18, 38, 7, 24, 2, 
2018/11/19, 22, 13, 26, 6, 
2018/11/20, 39, 19, 22, 8, 
2018/11/21, 47, 25, 23, 12, 
2018/11/22, 68, 24, 20, 5, 
2018/11/23, 69, 23, 29, 1, 
2018/11/24, 71, 13, 28, 1, 
2018/11/25, 42, 15, 30, 1, 
2018/11/26, 48, 12, 29, 3, 
2018/11/27, 44, 23, 27, 1, 
2018/11/28, 63, 19, 28, 1, 
2018/11/29, 64, 10, 25, 1, 
2018/11/30, 42, 8, 27, 1, 
2018/12/1, 32, 21, 23, 1, 
2018/12/2, 61, , , , 
2018/12/5, 64, 31, 28, , 
2018/12/6, 92, 33, 26, , 
2018/12/7, 96, 23, 26, 1, 
2018/12/8, 69, 17, 33, 4, 
2018/12/9, 55, 16, 29, 6, 
2018/12/10, 53, 19, 34, 1, 
2018/12/11, 61, 11, 27, 1, 
2018/12/12, 38, 15, 26, 11, 
2018/12/13, 54, 6, 23, 6, 
2018/12/14, 23, 11, 37, 1, 
2018/12/15, 36, 19, 57, 7, 
2018/12/16, 54, 9, 66, 4, 
2018/12/17, 29, 8, 72, 1, 
2018/12/18, 28, , 69, , 
2018/12/23, 31, 8, 48, 2, 
2018/12/24, 21, 7, 42, 3, 
2018/12/25, 19, 9, 31, 3, 
2018/12/26, 25, 7, 23, 1, 
2018/12/27, 19, 20, 27, 1, 
2018/12/28, 49, 27, 26, 1, 
2018/12/29, 68, 8, 25, 1, 
2018/12/30, 25, 13, , , 
2018/7/2, 29, 49, 5, 3, 
2018/7/3, 79, 14, 10, 3, 
2018/7/4, 47, 16, 16, 3, 
2018/7/5, 52, 12, 15, 3, 
2018/7/6, 38, 10, 14, 2, 
2018/7/7, 32, 4, 10, 3, 
2018/7/8, 15, 11, 11, 3, 
2018/7/9, 33, 11, 12, 2, 
2018/7/10, 35, 13, 13, 5, 
2018/7/11, 39, 4, 11, 6, 
2018/7/12, 15, 13, 5, 8, 
2018/7/13, 39, 24, 4, 7, 
2018/7/14, 66, 25, 5, 14, 
2018/7/15, 66, 24, 10, 4, 
2018/7/16, 64, 16, 13, 3, 
2018/7/17, 48, 7, 12, 3, 
2018/7/18, 25, , , , 
2018/7/20, 28, 4, 10, 3, 
2018/7/21, 12, 10, 10, 3, 
2018/7/22, 30, 12, 3, 14, 
2018/7/23, 37, 20, 10, 3, 
2018/7/24, 54, 38, 11, 3, 
2018/7/25, 97, 11, 11, 3, 
2018/7/26, 35, 4, 13, 3, 
2018/7/27, 17, 6, 12, 3, 
2018/7/28, 19, 6, 8, 3, 
2018/7/29, 21, 3, 10, 3, 
2018/7/30, 13, 17, 5, 3, 
2018/7/31, 48, 17, 15, 3, 
2018/8/1, 49, 14, 15, 8, 
2018/8/2, 43, 26, 13, 4, 
2018/8/3, 63, 12, 11, 3, 
2018/8/4, 35, 17, 8, 3, 
2018/8/5, 48, 21, 9, 5, 
2018/8/6, 56, 13, 10, 9, 
2018/8/7, 41, 13, 8, 10, 
2018/8/8, 40, 8, 9, 5, 
2018/8/9, 24, 11, 12, 4, 
2018/8/10, 35, 9, 17, 3, 
2018/8/11, 30, 10, 15, 4, 
2018/8/12, 32, 4, 16, 6, 
2018/8/13, 14, 8, 7, 4, 
2018/8/14, 24, 12, 15, 4, 
2018/8/15, 38, 16, 19, 4, 
2018/8/16, 47, 11, 22, 5, 
2018/8/17, 36, 10, 18, 8, 
2018/8/18, 31, , , , 
2018/8/22, 58, 13, 15, 9, 
2018/8/23, 41, 10, 17, 8, 
2018/8/24, 32, 13, 29, 3, 
2018/8/25, 40, 12, 20, 4, 
2018/8/26, 37, 24, 27, 5, 
2018/8/27, 63, 20, 22, 16, 
2018/8/28, 55, 18, 21, 12, 
2018/8/29, 46, 22, 18, 5, 
2018/8/30, 60, 23, 14, 4, 
2018/8/31, 61, 13, 15, 4, 
2018/9/1, 42, 23, 21, 4, 
2018/9/2, 67, 9, 20, 4, 
2018/9/3, 32, 17, 17, 6, 
2018/9/4, 54, 11, 17, 10, 
2018/9/5, 36, 10, 15, 12, 
2018/9/6, 30, 13, 37, 17, 
2018/9/7, 36, 28, 26, 5, 
2018/9/8, 72, 14, 30, 5, 
2018/9/9, 43, 9, 28, 5, 
2018/9/10, 29, 7, 27, 4, 
2018/9/11, 25, 11, 23, 5, 
2018/9/12, 37, 13, 21, 5, 
2018/9/13, 40, 17, 25, 5, 
2018/9/14, 51, 14, 18, , 
2018/9/15, 47, 9, 22, , 
2018/9/16, 29, 4, 19, 1, 
2018/9/17, 12, 14, 18, , 
2018/9/18, 47, 10, 19, 4, 
2018/9/19, 33, 9, 22, , 
2018/9/20, 25, 27, 23, 11, 
2018/9/21, 70, 18, 25, 5, 
2018/9/22, 47, 19, 24, 7, 
2018/9/23, 56, 9, 22, , 
2018/9/24, 26, 23, 26, 1, 
2018/9/25, 61, 7, 27, , 
2018/9/26, 22, 20, 80, , 
2018/9/27, 55, 22, 24, , 
2018/9/28, 60, 9, 26, , 
2018/9/29, 23, 4, 31, 1, 
2018/9/30, 12, 6, 28, , 
2018/10/1, 19, 9, 18, , 
2018/4/2, 31, 14, 12, 1, 
2018/4/3, 44, 17, 11, 1, 
2018/4/4, 52, 13, 12, , 
2018/4/5, 42, 15, 11, 6, 
2018/4/6, 40, 14, 10, , 
2018/4/7, 40, 8, 3, , 
2018/4/8, 27, 8, 9, , 
2018/4/9, 26, 11, 14, , 
2018/4/10, 32, 19, 13, 3, 
2018/4/11, 39, 25, 8, 1, 
2018/4/12, 57, 13, 9, , 
2018/4/13, 35, 18, 14, , 
2018/4/14, 55, 9, 14, , 
2018/4/15, 27, 6, 13, 4, 
2018/4/16, 19, 9, 11, 1, 
2018/4/17, 25, 12, 11, 6, 
2018/4/18, 29, 17, 11, 5, 
2018/4/19, 42, 16, 16, 2, 
2018/4/20, 41, 7, 9, 1, 
2018/4/21, 20, 11, 11, 1, 
2018/4/22, 27, 16, 24, 1, 
2018/4/23, 44, 10, 7, , 
2018/4/24, 29, 14, 15, , 
2018/4/25, 40, 10, 13, 1, 
2018/4/26, 32, 11, 11, 4, 
2018/4/27, 19, 10, 18, 2, 
2018/4/28, 27, , , , 
2018/4/30, 30, 9, 9, , 
2018/5/1, 25, 9, 15, , 
2018/5/2, 26, 8, 12, 1, 
2018/5/3, 25, 8, 12, 2, 
2018/5/4, 26, 6, 12, , 
2018/5/5, 20, 19, 12, , 
